Num_processo;Superintendencia;Tipologia_processo;Servico_telecom;Grupo_economico;Duracao_processo;Renuncia;Situacao_multa;Recurso_juridico;Cadin;Divida_ativa;Valor_multa;Saldo_devedor
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;361;Nao;Devedor;Nao;Sim;Sim;892,50;892,50
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;182;Nao;Devedor;Nao;Sim;Sim;5595,49;5595,49
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;209;Sim;Quitado;Nao;Nao;Nao;4009,11;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;378;Sim;Quitado;Nao;Nao;Nao;4196,62;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;172;Sim;Quitado;Nao;Nao;Nao;3608,21;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;172;Nao;Parcial;Nao;Nao;Sim;5345,49;5256,41
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;630;Nao;Devedor;Nao;Nao;Sim;5345,49;5345,49
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;513;Nao;Quitado;Nao;Nao;Nao;6940,21;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;497;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;190;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;268;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;255;Sim;Quitado;Nao;Nao;Nao;4009,11;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;174;Sim;Quitado;Nao;Nao;Nao;4009,12;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;198;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;242;Sim;Quitado;Nao;Nao;Nao;2004,56;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;196;Nao;Quitado;Nao;Nao;Sim;2672,75;0,00
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;161;Nao;Quitado;Nao;Nao;Nao;2672,75;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;102;Nao;Quitado;Nao;Nao;Nao;110,00;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;238;Nao;Quitado;Nao;Nao;Sim;3470,10;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;140;Nao;Quitado;Nao;Nao;Nao;7634,23;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;104;Nao;Quitado;Nao;Nao;Nao;6246,19;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;112;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;358;Nao;Devedor;Nao;Sim;Sim;13500,00;13500,00
5,35E+14;SFI;Certificação de Produtos;SCM;OUTROS;284;Nao;Devedor;Nao;Sim;Nao;206,25;206,25
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;186;Nao;Devedor;Nao;Sim;Sim;5880,04;5880,04
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;168;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Licenciamento de Estação;SMP;NEXTEL;1096;Nao;Quitado;Nao;Nao;Nao;5000,00;0,00
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;215;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;1051;Nao;Devedor;Nao;Nao;Nao;5345,49;5345,49
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;204;Nao;Quitado;Nao;Nao;Nao;2672,75;0,00
5,35E+14;SFI;Atendimento - SCM;SCM;OUTROS;232;Nao;Devedor;Nao;Sim;Sim;2405,47;2405,47
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;118;Nao;Parcial;Nao;Sim;Sim;2672,75;2435,39
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;147;Nao;Quitado;Nao;Nao;Nao;2405,47;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;75;Nao;Quitado;Nao;Nao;Nao;2672,75;0,00
5,35E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;196;Nao;Parcial;Nao;Nao;Sim;15530,42;13711,37
5,35E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;301;Nao;Parcial;Nao;Sim;Sim;5345,49;4173,48
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;220;Nao;Quitado;Nao;Nao;Nao;5345,39;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;199;Nao;Parcial;Nao;Nao;Nao;5899,18;3955,29
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;197;Nao;Parcial;Nao;Sim;Sim;5345,49;4059,19
5,35E+14;SFI;Sem tipologia definida;SeAC;OUTROS;160;Nao;Devedor;Nao;Sim;Sim;44505,05;44505,05
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;123;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;223;Sim;Quitado;Nao;Nao;Nao;4009,11;0,00
5,36E+14;SFI;Licenciamento de Estação;SCM;TIM;0;Sim;Quitado;Nao;Nao;Nao;3750,00;0,00
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;207;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,36E+14;SFI;Certificação e Não Outorgado - Serviço;SeAC;OUTROS;80;Nao;Quitado;Nao;Nao;Nao;6414,59;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;257;Nao;Devedor;Nao;Sim;Sim;6940,21;6940,21
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;204;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;202;Sim;Quitado;Nao;Nao;Nao;10341,11;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;166;Sim;Quitado;Nao;Nao;Nao;4009,11;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;212;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;251;Sim;Quitado;Nao;Nao;Nao;4009,11;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;205;Nao;Parcial;Nao;Nao;Nao;5078,22;4335,69
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;174;Nao;Parcial;Nao;Nao;Nao;5345,49;3316,40
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;131;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;131;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;112;Sim;Quitado;Nao;Nao;Nao;3608,20;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;205;Nao;Quitado;Nao;Nao;Nao;729,40;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1209;Nao;Quitado;Nao;Nao;Nao;2405,47;0,00
5,35E+14;SFI;Certificação e Não Outorgado - Radiofrequência;SCM;OUTROS;599;Nao;Quitado;Nao;Nao;Nao;2993,47;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;215;Nao;Parcial;Nao;Nao;Sim;2405,47;2190,49
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;175;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;144;Sim;Quitado;Nao;Nao;Nao;1804,10;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;124;Nao;Quitado;Nao;Nao;Nao;3407,75;0,00
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;211;Sim;Quitado;Nao;Nao;Nao;4009,11;0,00
5,36E+14;SFI;Licenciamento de Estação;SCM;TIM;195;Sim;Quitado;Nao;Nao;Nao;3750,00;0,00
5,36E+14;SFI;Irregularidade Técnica;SCM;OUTROS;154;Nao;Quitado;Nao;Nao;Nao;2672,75;0,00
5,36E+14;SFI;Descumprimento de Determinação;SCM;OUTROS;1197;Nao;Devedor;Nao;Nao;Sim;6156,45;6156,45
5,35E+14;SFI;Sem tipologia definida;SeAC;OUTROS;134;Nao;Devedor;Nao;Sim;Sim;42788,15;42788,15
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;236;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;151;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;470;Sim;Quitado;Nao;Nao;Nao;4725,00;0,00
5,35E+14;SCO;Bens Reversíveis;STFC;TELEFÔNICA;1161;Sim;Quitado;Nao;Nao;Nao;16920,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;92;Sim;Quitado;Nao;Nao;Nao;330,00;0,00
5,36E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;225;Nao;Parcial;Nao;Sim;Sim;2672,75;2628,36
5,36E+14;SFI;Irregularidade Técnica;SCM;OUTROS;74;Nao;Quitado;Nao;Nao;Nao;2672,75;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;246;Nao;Devedor;Nao;Nao;Nao;6940,21;6940,21
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;106;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;282;Nao;Devedor;Nao;Sim;Sim;5452,40;5452,40
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;140;Nao;Devedor;Nao;Sim;Sim;27500,00;27500,00
5,35E+14;SFI;Descumprimento de Determinação;SCM;OUTROS;219;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;156;Nao;Quitado;Nao;Nao;Sim;10179,28;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;158;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1252;Nao;Devedor;Nao;Nao;Nao;2405,47;2405,47
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;198;Nao;Parcial;Nao;Nao;Sim;3407,75;1862,01
5,35E+14;SFI;Sem tipologia definida;SeAC;OUTROS;250;Sim;Quitado;Nao;Nao;Nao;400,91;0,00
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;202;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;95;Nao;Quitado;Nao;Nao;Nao;1000,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;274;Nao;Quitado;Nao;Nao;Nao;534,55;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;231;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;189;Nao;Quitado;Nao;Nao;Nao;5258,22;0,00
5,35E+14;SFI;Irregularidade Técnica;SCM;OUTROS;566;Sim;Quitado;Nao;Nao;Nao;5205,16;0,00
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;146;Nao;Devedor;Nao;Sim;Sim;11700,00;11700,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;135;Nao;Quitado;Nao;Nao;Nao;5345,49;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;107;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SCO;Interconexão;STFC;OUTROS;1197;Nao;Devedor;Nao;Sim;Sim;192161,59;192161,59
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;80;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;169;Sim;Quitado;Nao;Nao;Nao;4009,12;0,00
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;161;Nao;Devedor;Nao;Sim;Sim;4800,00;4800,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;137;Sim;Quitado;Nao;Nao;Nao;3607,87;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;119;Nao;Devedor;Nao;Sim;Sim;2271,83;2271,83
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;333;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,35E+14;SCO;Interconexão;SCM;OUTROS;534;Nao;Devedor;Nao;Sim;Sim;33090,14;33090,14
5,35E+14;SCO;Exploração Industrial de Linha Dedicada;STFC;OI;1222;Nao;Devedor;Nao;Sim;Sim;403830,74;403830,74
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;343;Nao;Quitado;Nao;Nao;Nao;5345,49;0,00
5,35E+14;SCO;Universalização;STFC;TELEFÔNICA;1152;Nao;Quitado;Nao;Nao;Nao;1412503,80;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1293;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;201;Sim;Quitado;Nao;Nao;Nao;823,52;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;215;Nao;Devedor;Nao;Sim;Sim;5595,49;5595,49
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;148;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;216;Nao;Devedor;Nao;Sim;Sim;6940,21;6940,21
5,36E+14;SFI;Irregularidade Técnica;SCM;OUTROS;210;Nao;Devedor;Nao;Sim;Sim;4810,94;4810,94
5,35E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;836;Nao;Quitado;Nao;Nao;Nao;1196,28;0,00
5,35E+14;SFI;Licenciamento de Estação;SMP;TELEFÔNICA;1325;Nao;Quitado;Nao;Nao;Nao;5000,00;0,00
5,35E+14;SFI;Certificação de Produtos;SMP;OUTROS;1169;Nao;Devedor;Nao;Nao;Nao;97600,00;97600,00
5,35E+14;SCO;Bens Reversíveis;STFC;CLARO;922;Sim;Quitado;Nao;Nao;Nao;25920,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;527;Sim;Quitado;Nao;Nao;Nao;2351,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;231;Sim;Quitado;Nao;Nao;Nao;2055,06;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;206;Nao;Parcial;Nao;Sim;Sim;5078,22;4796,49
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;196;Sim;Quitado;Nao;Nao;Nao;330,00;0,00
5,36E+14;SFI;Não Outorgado - Radiofrequência;SMP;OUTROS;357;Nao;Quitado;Nao;Nao;Nao;6940,21;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;200;Nao;Quitado;Nao;Nao;Nao;6246,19;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;162;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;138;Nao;Parcial;Nao;Sim;Sim;2672,75;2628,18
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;119;Nao;Devedor;Nao;Sim;Sim;4543,67;4543,67
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;203;Nao;Quitado;Nao;Nao;Nao;5345,49;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;181;Nao;Quitado;Nao;Nao;Nao;5595,49;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;86;Nao;Parcial;Nao;Nao;Nao;5345,49;4307,82
5,35E+14;SFI;Licenciamento de Estação;SMP;TELEFÔNICA;974;Nao;Quitado;Nao;Nao;Nao;5000,00;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;182;Nao;Quitado;Nao;Nao;Sim;2672,75;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;76;Nao;Quitado;Nao;Nao;Nao;2672,75;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;141;Nao;Quitado;Nao;Nao;Nao;330,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;138;Nao;Quitado;Nao;Nao;Nao;1363,50;0,00
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;408;Nao;Quitado;Nao;Nao;Nao;3470,10;0,00
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;178;Nao;Quitado;Nao;Nao;Nao;300,00;0,00
5,35E+14;SCO;Direitos do Consumidor - STFC;STFC;CLARO;1043;Sim;Quitado;Nao;Nao;Nao;1875,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;353;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;302;Nao;Quitado;Nao;Nao;Nao;4810,94;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;410;Sim;Quitado;Nao;Nao;Nao;5205,15;0,00
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;347;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;375;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,36E+14;SFI;Certificação de Produtos;SCM;OUTROS;574;Nao;Devedor;Nao;Sim;Sim;600,00;600,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;369;Nao;Devedor;Nao;Sim;Sim;3470,10;3470,10
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;168;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;434;Sim;Quitado;Nao;Nao;Nao;4944,90;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;386;Sim;Quitado;Nao;Nao;Nao;3407,75;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;369;Nao;Parcial;Nao;Sim;Sim;5345,49;5234,19
5,35E+14;SCO;Obrigações Legais e Contratuais;STFC;OI;1265;Nao;Devedor;Nao;Sim;Sim;69222,47;69222,47
5,35E+14;SCO;Portabilidade Numérica;STFC;CLARO;1420;Sim;Quitado;Nao;Nao;Nao;4381,92;0,00
5,35E+14;SCO;Direitos do Consumidor - STFC;STFC;CLARO;1283;Sim;Quitado;Nao;Nao;Nao;20505,63;0,00
5,35E+14;SCO;Direitos do Consumidor - SCM;SMP;CLARO;1346;Sim;Quitado;Nao;Nao;Nao;6125,48;0,00
5,35E+14;SFI;Licenciamento de Estação;SCM;OUTROS;1636;Nao;Parcial;Nao;Nao;Nao;683,81;547,06
5,35E+14;SFI;Irregularidade Técnica;STFC;OUTROS;1205;Nao;Devedor;Nao;Sim;Sim;86525,38;86525,38
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;826;Nao;Devedor;Nao;Nao;Nao;5345,49;5345,49
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;363;Nao;Quitado;Nao;Nao;Nao;330,00;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1382;Nao;Devedor;Nao;Nao;Nao;5345,49;5345,49
5,35E+14;SFI;Atendimento - SCM;SCM;OUTROS;371;Nao;Devedor;Nao;Sim;Sim;750,00;750,00
5,35E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;267;Nao;Devedor;Nao;Sim;Sim;6095,49;6095,49
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;152;Nao;Devedor;Nao;Sim;Sim;3053,69;3053,69
5,35E+14;SFI;Cancelamento de Serviço - SCM;SCM;OUTROS;707;Nao;Quitado;Nao;Nao;Nao;2541,83;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;271;Nao;Quitado;Nao;Nao;Nao;683,81;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;751;Nao;Devedor;Nao;Sim;Sim;5078,22;5078,22
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;574;Nao;Devedor;Nao;Sim;Sim;1162,03;1162,03
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;496;Nao;Devedor;Nao;Sim;Sim;5345,49;5345,49
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;506;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;397;Nao;Quitado;Nao;Nao;Nao;4543,67;0,00
5,35E+14;SFI;Certificação e Não Outorgado - Serviço e Radiofrequência;SMP;OUTROS;385;Nao;Devedor;Nao;Sim;Sim;6426,19;6426,19
5,35E+14;SFI;Sem tipologia definida;STFC;OUTROS;315;Nao;Quitado;Nao;Nao;Nao;2185,00;0,00
5,35E+14;SFI;Oferta de Serviço - SCM;SCM;OUTROS;314;Nao;Quitado;Nao;Nao;Nao;2585,47;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;292;Nao;Quitado;Nao;Nao;Nao;452,52;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;373;Sim;Quitado;Nao;Nao;Nao;24034,31;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;217;Sim;Quitado;Nao;Nao;Nao;2004,56;0,00
5,35E+14;SCO;Obrigações Legais e Contratuais;SCM;OUTROS;1450;Nao;Quitado;Nao;Nao;Nao;8765,70;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;245;Nao;Devedor;Nao;Nao;Nao;6940,21;6940,21
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;192;Nao;Quitado;Nao;Nao;Nao;2539,11;0,00
5,35E+14;SFI;Licenciamento de Estação;SCM;OUTROS;354;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,36E+14;SFI;Sem tipologia definida;SCM;OUTROS;260;Sim;Quitado;Nao;Nao;Nao;5205,15;0,00
5,36E+14;SFI;Irregularidade Técnica;SCM;OUTROS;247;Nao;Devedor;Nao;Sim;Sim;6246,19;6246,19
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;180;Nao;Devedor;Nao;Sim;Sim;3123,09;3123,09
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;378;Sim;Quitado;Nao;Nao;Nao;41250,00;0,00
5,35E+14;SCO;Direitos do Consumidor - SCM;STFC;OUTROS;1650;Nao;Devedor;Nao;Nao;Nao;152289,32;152289,32
5,35E+14;SCO;Direitos do Consumidor - SCM;STFC;SERCOMTEL;1650;Nao;Devedor;Nao;Nao;Nao;152289,32;152289,32
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;406;Sim;Quitado;Nao;Nao;Nao;3608,21;0,00
5,35E+14;SFI;Não Outorgado - Serviço e Radiofrequência;SCM;OUTROS;379;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;730;Nao;Devedor;Nao;Nao;Nao;6940,21;6940,21
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;563;Nao;Devedor;Nao;Sim;Sim;2672,75;2672,75
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;295;Nao;Quitado;Nao;Nao;Nao;3750,00;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;295;Nao;Quitado;Nao;Nao;Nao;2940,02;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;211;Nao;Quitado;Nao;Nao;Nao;7500,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;192;Sim;Quitado;Nao;Nao;Nao;2004,56;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;200;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Não Outorgado - Radiofrequência;SCM;OUTROS;925;Nao;Quitado;Nao;Nao;Nao;2392,56;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1376;Nao;Devedor;Nao;Sim;Nao;4859,05;4859,05
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;243;Nao;Quitado;Nao;Nao;Nao;4810,94;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;202;Nao;Quitado;Nao;Nao;Nao;6940,21;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;611;Nao;Parcial;Nao;Sim;Sim;7690,21;1293,05
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;212;Nao;Quitado;Nao;Nao;Nao;3123,09;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;212;Sim;Quitado;Nao;Nao;Nao;2212,20;0,00
5,35E+14;SFI;Obstrução à Fiscalização;SCM;OUTROS;989;Nao;Devedor;Nao;Sim;Sim;12817,87;12817,87
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;469;Nao;Devedor;Nao;Sim;Sim;6940,21;6940,21
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;273;Nao;Devedor;Nao;Sim;Sim;3723,09;3723,09
5,35E+14;SFI;Certificação e Não Outorgado - Serviço;SCM;OUTROS;1443;Nao;Parcial;Nao;Nao;Nao;3470,10;14,43
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;306;Sim;Quitado;Nao;Nao;Nao;3513,48;0,00
5,35E+14;SCO;Direitos do Consumidor - SeAC;SMP;ALGAR;1379;Sim;Quitado;Nao;Nao;Nao;19182,39;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;358;Sim;Quitado;Nao;Nao;Nao;506,99;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;371;Nao;Quitado;Nao;Nao;Nao;360,00;0,00
5,35E+14;SFI;Licenciamento de Estação;SCM;OUTROS;457;Nao;Quitado;Nao;Nao;Nao;482,63;0,00
5,35E+14;SFI;Sem tipologia definida;SMP;OUTROS;409;Nao;Quitado;Nao;Nao;Nao;440,00;0,00
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;407;Nao;Quitado;Nao;Nao;Nao;637,50;0,00
5,36E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;173;Nao;Quitado;Nao;Nao;Nao;4810,94;0,00
5,35E+14;SFI;Não Outorgado - Serviço;SCM;OUTROS;1417;Nao;Devedor;Nao;Nao;Sim;6940,21;6940,21
5,35E+14;SFI;Sem tipologia definida;SCM;OUTROS;229;Nao;Quitado;Nao;Nao;Nao;2840,63;0,00
